,Group,Species,Subgroup,Taxonomic Domain,Expressed in Species,Secondary Bibliogrpahies,rcsb_entry_info_experimental_method,rcsb_entry_info_polymer_composition,rcsb_entry_info_selected_polymer_entity_types,symmetry_space_group_name_hm,diffrn_radiation_pdbx_scattering_type,diffrn_radiation_pdbx_monochromatic_or_laue_ml,exptl_method,diffrn_detector_detector,diffrn_source_source
2780,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,P-type ATPase,Eukaryota,HEK293,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2781,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,P-type ATPase,Eukaryota,HEK293 cells,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2782,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sus scrofa,P-type ATPase,Eukaryota,,,X-ray,homomeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2783,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sus scrofa,P-type ATPase,Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2784,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sus scrofa,P-type ATPase,Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2785,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sus scrofa,P-type ATPase,Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2786,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sus scrofa,P-type ATPase,Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,,,X-RAY DIFFRACTION,,
2787,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sus scrofa,P-type ATPase,Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2788,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sus scrofa,P-type ATPase,Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,P 1 21 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2789,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sus scrofa,P-type ATPase,Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,P 43 21 2,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2790,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sus scrofa,P-type ATPase,Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2791,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sus scrofa,P-type ATPase,Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,P 21 21 21,,,X-RAY DIFFRACTION,,
2792,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,P-type ATPase,Eukaryota,,,X-ray,homomeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,CCD,ROTATING ANODE
2793,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Squalus acanthias,P-type ATPase,Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,C 1 2 1,x-ray,M,X-RAY DIFFRACTION,,SYNCHROTRON
2794,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Squalus acanthias,P-type ATPase,Eukaryota,,,X-ray,heteromeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2795,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Squalus acanthias,P-type ATPase,Eukaryota,,,X-ray,protein/oligosaccharide,Protein/Oligosaccharide,C 1 2 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2796,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,P-type ATPase,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
2797,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,P-type ATPase,Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
2798,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,P-type ATPase,Eukaryota,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
2799,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,P-type ATPase,Eukaryota,E. coli,,Multiple methods,homomeric protein,Protein (only),,,,,,
2800,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Oryctolagus cuniculus,P-type ATPase,Eukaryota,E. coli,,Multiple methods,homomeric protein,Protein (only),,,,,,
2801,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Saccharomyces cerevisiae,P-type ATPase,Eukaryota,,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2802,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Legionella pneumophila,P-type ATPase,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 1,,,X-RAY DIFFRACTION,,
2803,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Legionella pneumophila,P-type ATPase,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2804,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Archaeoglobus fulgidus,P-type ATPase,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),F 2 2 2,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2805,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sulfitobacter sp.,P-type ATPase,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 21 21 2,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2806,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sus scrofa,P-type ATPase,Eukaryota,,,EM,heteromeric protein,Protein (only),P 2 21 21,electron,,ELECTRON CRYSTALLOGRAPHY,,
2807,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sus scrofa,P-type ATPase,Eukaryota,,,EM,heteromeric protein,Protein (only),P 21 21 2,,,ELECTRON CRYSTALLOGRAPHY,,
2808,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sus scrofa,P-type ATPase,Eukaryota,HEK293S cells,,X-ray,heteromeric protein,Protein (only),P 31 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2809,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sus scrofa,P-type ATPase,Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 31 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2810,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sus scrofa,P-type ATPase,Eukaryota,HEK293 cells,,X-ray,heteromeric protein,Protein (only),P 31 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2811,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Saccharomyces cerevisiae,P-type ATPase,Eukaryota,,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
2812,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Saccharomyces cerevisiae,P-type ATPase,Eukaryota,,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
2813,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Saccharomyces cerevisiae,P-type ATPase,Eukaryota,,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
2814,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Saccharomyces cerevisiae,P-type ATPase,Eukaryota,,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
2815,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Saccharomyces cerevisiae,P-type ATPase,Eukaryota,,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2816,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,P-type ATPase,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
2817,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,homo sapiens,P-type ATPase,Eukaryota,Saccharomyces cerevisiae,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
2818,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,P-type ATPase,Eukaryota,,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
2819,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo Sapiens,P-type ATPase,Eukaryota,HEK293 cells,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2820,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,P-type ATPase,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
2821,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,P-type ATPase,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
2822,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Saccharomyces cerevisiae,P-type ATPase,Eukaryota,,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2823,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Chaetomium thermophilum,P-type ATPase,Eukaryota,Saccharomyces cerevisiae,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2824,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,P-type ATPase,Eukaryota,Spodoptera frugiperda,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2825,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,P-type ATPase,Eukaryota,HEK293 cells,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2826,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,homo sapiens,P-type ATPase,Eukaryota,HEK293 cells,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2827,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Flavobacterium johnsoniae,Type IX Secretion System Motors,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2828,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Salmonella typhimurium,Decarboxylases,Bacteria,E. coli,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2829,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens placenta,Hydrolases,Eukaryota,,,X-ray,homomeric protein,Protein (only),P 3 2 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2830,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Hydrolases,Eukaryota,HEK293 cells,,X-ray,homomeric protein,Protein (only),P 3 2 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2831,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Staphylococcus aureus,Hydrolases,Bacteria,E. coli,,X-ray,heteromeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2832,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Hydrolases,Eukaryota,Spodoptera frugiperda,,X-ray,homomeric protein,Protein (only),C 2 2 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2833,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Methylococcus capsulatus,Oxygenases,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 42 21 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2834,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Methylococcus capsulatus,Oxygenases,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2835,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Methylococcus capsulatus (Bath),Oxygenases,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2836,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Methylotuvimicrobium alcaliphilum 20Z,Oxygenases,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2837,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Methylocystis sp. ATCC 49242,Oxygenases,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2838,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Methylosinus trichosporium OB3b,Oxygenases,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2839,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Rattus norvegicus,Oxygenases,Eukaryota,Spodoptera frugiperda,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2840,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Thermus thermophilus,Transhydrogenases,Bacteria,E. coli,,X-ray,heteromeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2841,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Thermus thermophilus,Transhydrogenases,Bacteria,E. coli,,X-ray,heteromeric protein,Protein (only),C 2 2 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2842,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Ovis aries,Transhydrogenases,Eukaryota,,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2843,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Thermus thermophilus,Mo/Wbis-MGD Oxidoreductases,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2844,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Oxidoreductases,Bacteria,,,X-ray,heteromeric protein,Protein (only),C 2 2 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2845,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Oxidoreductases,Bacteria,,,X-ray,heteromeric protein,Protein (only),C 2 2 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2846,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Oxidoreductases,Bacteria,,,X-ray,heteromeric protein,Protein (only),C 2 2 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2847,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Desulfovibrio vulgaris,Oxidoreductases,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2848,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Oxidoreductases,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 42 21 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2849,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Oxidoreductases,Bacteria,,,X-ray,heteromeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,IMAGE PLATE,SYNCHROTRON
2850,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Oxidoreductases,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2851,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Oxidoreductases,Bacteria,,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
2852,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Oxidoreductases,Bacteria,,,NMR,heteromeric protein,Protein (only),,,,SOLID-STATE NMR,,
2853,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Oxidoreductases,Bacteria,,,X-ray,homomeric protein,Protein (only),P 32 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2854,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Archaeoglobus fulgidus,Oxidoreductases,Archaea,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
2855,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Thermus thermophilus,Oxidoreductases,Bacteria,E. coli,,NMR,homomeric protein,Protein (only),,,,SOLUTION NMR,,
2856,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Synechococcus sp.,Oxidoreductases,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 61,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2857,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Synechococcus sp.,Oxidoreductases,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2858,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Oxidoreductases,Eukaryota,Komagataella pastoris,,X-ray,homomeric protein,Protein (only),P 21 21 2,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2859,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Takifugu rubripes,Oxidoreductases,Eukaryota,Komagataella pastoris,,X-ray,homomeric protein,Protein (only),C 1 2 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2860,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Oxidoreductases,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2861,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Oxidoreductases,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2862,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Ascaris suum,Oxidoreductases,Eukaryota,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2863,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Arabidopsis thaliana,Oxidoreductases,Eukaryota,E. coli,,X-ray,homomeric protein,Protein (only),I 2 2 2,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2864,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Vibrio cholerae,Oxidoreductases,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2865,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Clostridium tetanomorphum,Oxidoreductases,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2866,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Oxidoreductases,Eukaryota,HEK293 cells,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2867,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Oxidoreductases,Eukaryota,HEK293 cells,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2868,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mus musculus,Oxidoreductases,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
2869,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Oxidoreductases,Eukaryota,HEK293 cells,,EM,protein/oligosaccharide,Protein/Oligosaccharide,,,,ELECTRON MICROSCOPY,,
2870,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Homo sapiens,Oxidoreductases,Eukaryota,HEK293 cells,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2871,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Thermus thermophilus,Heme-Handling Proteins,Bacteria,E. coli,,X-ray,homomeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2872,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Heme-Handling Proteins,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2873,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Helicobacter hepaticus,Heme-Handling Proteins,Bacteria,E. coli,,EM,homomeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2874,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex I,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 21 21 21,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2875,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex I,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2876,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex I,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2877,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex I,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2878,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Escherichia coli,Electron Transport Chain Complexes: Complex I,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2879,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Thermus thermophilus,Electron Transport Chain Complexes: Complex I,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2880,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Thermus thermophilus,Electron Transport Chain Complexes: Complex I,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 1 21 1,,,X-RAY DIFFRACTION,,
2881,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Thermus thermophilus,Electron Transport Chain Complexes: Complex I,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2882,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Thermus thermophilus,Electron Transport Chain Complexes: Complex I,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,CCD,SYNCHROTRON
2883,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Thermus thermophilus,Electron Transport Chain Complexes: Complex I,Bacteria,,,X-ray,heteromeric protein,Protein (only),P 1 21 1,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2884,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Vibrio cholerae,Electron Transport Chain Complexes: Complex I,Bacteria,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2885,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2886,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2887,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2888,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2889,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Bos taurus,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2890,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Sus scrofa,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2891,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Ovis aries,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2892,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Ovis aries,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2893,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mus musculus,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2894,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mus musculus,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2895,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mus musculus,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2896,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mus musculus,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2897,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Mus musculus,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2898,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Yarrowia lipolytica,Electron Transport Chain Complexes: Complex I,Eukaryota,,,X-ray,heteromeric protein,Protein (only),H 3 2,x-ray,M,X-RAY DIFFRACTION,PIXEL,SYNCHROTRON
2899,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Yarrowia lipolytica,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
2900,TRANSMEMBRANE PROTEINS: ALPHA-HELICAL,Yarrowia lipolytica,Electron Transport Chain Complexes: Complex I,Eukaryota,,,EM,heteromeric protein,Protein (only),,,,ELECTRON MICROSCOPY,,
